listing_id,source,source_listing_id,city,neighborhood,region,latitude,longitude,surface_m2,bedrooms,bathrooms,furnished_status,parking,balcony,sea_view,price_mad,price_per_m2,property_type,transaction_type,publication_date,publication_date_status,scraped_at,url,validation_status,validation_reasons,deduplication_status,duplicate_of,title_raw,price_raw,location_raw,details_raw,source_record_path
mubawab.ma:content:1890c563b03361dd99a4c97e,mubawab.ma,,Casablanca,Belvédère,Casablanca-Settat,,,172.0,4.0,2.0,unknown,unknown,unknown,unknown,1400000.0,8139.53,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,"Appartement à Vendre de 172.0 m² à Casablanca, Belvedere Roc...",1 400 000 DH,"Belvédère, Casablanca",172 m² 6 Pièces 4 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8397614,mubawab.ma,8397614,Agadir,le quartier de Riyad Salam,Souss-Massa,,,94.0,4.0,2.0,furnished,yes,yes,unknown,1630000.0,17340.43,appartement,sale,,unknown,Wed Sep 02 2026 00:45:43 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8397614/bel-appartement-%C3%A0-vendre-%C3%A0-riyad-salam-4-chambres-r%C3%A9sidence-s%C3%A9curis%C3%A9e-%C3%A9quip%C3%A9e-d-un-syst%C3%A8me-de-r%C3%A9ception-de-cha%C3%AEnes-satellites-,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:1dc5f9f12e7289248a8c9b86,mubawab.ma,,Casablanca,Al Osra,Casablanca-Settat,,,98.0,4.0,2.0,unknown,unknown,unknown,unknown,600000.0,6122.45,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement à l'achat Al Osra Ain chock. 4 grandes pièces,600 000 DH,"Al Osra, Casablanca",98 m² 8 Pièces 4 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:c22c5361e76d3bc6defe7fbc,mubawab.ma,,Marrakech,Hivernage,Marrakech-Safi,,,91.0,2.0,2.0,unknown,unknown,unknown,unknown,2900000.0,31868.13,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement à Hivernage Vue Atlas,2 900 000 DH,"Hivernage, Marrakech",91 m² 3 Pièces 2 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8075509,mubawab.ma,8075509,Marrakech,la location à Victor Hugo,Marrakech-Safi,,,157.0,3.0,3.0,furnished,unknown,unknown,unknown,1317000.0,8388.54,appartement,sale,,unknown,Wed Sep 02 2026 17:37:53 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8075509/apparemment-2-ch-rdc-%C3%A0-louez-en-longue-dur%C3%A9e-uniquement-pas-de-sous-location-enti%C3%A8rement-r%C3%A9nov%C3%A9-meubl%C3%A9-neuf-%C3%A0-gu%C3%A9liz-surface-de-157-m%C2%B2-avec-cour-anglaise,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:3708990b9bbf85161d69a85a,mubawab.ma,,Tanger,Malabata,Tangier-Tetouan-Al Hoceima,,,60.0,3.0,2.0,unknown,unknown,unknown,yes,2300000.0,38333.33,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,A vendre appartement vue mer,2 300 000 DH,"Malabata, Tanger",60 m² 4 Pièces 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:e1ee689b49efc992c6d574c4,mubawab.ma,,Casablanca,Maârif Extension,Casablanca-Settat,,,156.0,2.0,2.0,unknown,unknown,unknown,unknown,1420000.0,9102.56,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement de 154m à vendre au maarif extension,1 420 000 DH,"Maârif Extension, Casablanca",156 m² 3 Pièces 2 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:22a7db40247b2e445009f929,mubawab.ma,,Casablanca,Al Azhar,Casablanca-Settat,,,75.0,2.0,1.0,unknown,unknown,unknown,unknown,440000.0,5866.67,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Vente d'un bel appartement à Al Azhar. 2 chambres agréables...,440 000 DH,"Al Azhar, Casablanca",75 m² 1 Pièce 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:32093b6b715aebcc3674750f,mubawab.ma,,Casablanca,Belvédère,Casablanca-Settat,,,124.0,3.0,2.0,unknown,unknown,unknown,unknown,810000.0,6532.26,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,"Cause départ étranger, très bel appartement",810 000 DH,"Belvédère, Casablanca",124 m² 5 Pièces 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:a8a74be6fbdb8265d7e1b092,mubawab.ma,,Casablanca,Maârif Extension,Casablanca-Settat,,,97.0,3.0,2.0,unknown,unknown,unknown,unknown,160000.0,1649.48,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,"Superbe appartement à vendre à Rue Epinal, Socrate, Maarif E...",160 000 DH,"Maârif Extension, Casablanca",97 m² 2 Pièces 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:1db3b6b3f2ac702d139bc0c9,mubawab.ma,,Salé,Dar El Lhamra,Rabat-Salé-Kenitra,,,120.0,4.0,1.0,unknown,unknown,unknown,unknown,610000.0,5083.33,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement à vendre Sale Dar El lhamra,610 000 DH,"Dar El Lhamra, Salé",120 m² 4 Pièces 4 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8249068,mubawab.ma,8249068,Casablanca,Hay el qods,Casablanca-Settat,,,96.0,3.0,2.0,unknown,yes,yes,unknown,9860000.0,102708.33,appartement,sale,,unknown,Wed Sep 02 2026 13:52:44 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8249068/appartement-%C3%A0-hay-el-qods-casablanca,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:92ede13d81e01b68da126129,mubawab.ma,,Tanger,Mesnana,Tangier-Tetouan-Al Hoceima,,,55.0,2.0,1.0,furnished,unknown,unknown,unknown,7600000.0,138181.82,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Bel appartement meublé à Mesnana,7 600 000 DH,"Mesnana, Tanger",55 m² 3 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8262200,mubawab.ma,8262200,Casablanca,Aïn Sebaâ,Casablanca-Settat,,,115.0,3.0,1.0,unknown,unknown,unknown,unknown,14950000.0,130000.0,appartement,sale,,unknown,Wed Sep 02 2026 11:23:18 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8262200/appartement-%C3%A0-vendre-115-m%C2%B2-3-chambres-a%C3%AFn-seba%C3%A2-casablanca,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:63c496a581dcf8b2186996cc,mubawab.ma,,Essaouira,Bouakhir,Marrakech-Safi,,,49.0,2.0,1.0,unknown,unknown,unknown,unknown,900000.0,18367.35,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement à vendre à Bouakhir. 2 pièces. Résidence sécuris...,900 000 DH,"Bouakhir, Essaouira",49 m² 2 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:5118ad76105deb1c847d3418,mubawab.ma,,Casablanca,Hay Moulay Rachid 1,Casablanca-Settat,,,74.0,2.0,1.0,unknown,unknown,unknown,unknown,150000.0,2027.03,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement en vente à Hay Moulay Rachid 1.2 chambres agréa...,150 000 DH,"Hay Moulay Rachid 1, Casablanca",74 m² 1 Pièce 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:eb94a91312068b7f1008dcbd,mubawab.ma,,Casablanca,Aïn Sebaâ,Casablanca-Settat,,,98.0,2.0,1.0,unknown,unknown,unknown,unknown,850000.0,8673.47,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement 98 m² la grande ceinture mouahidine,850 000 DH,"Aïn Sebaâ, Casablanca",98 m² 2 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:2ff2d1bed93eff2c4c5188ef,mubawab.ma,,Casablanca,Hay Albaraka,Casablanca-Settat,,,78.0,2.0,1.0,unknown,unknown,unknown,unknown,460000.0,5897.44,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement 78 m2 Hay elbaraka PAS CHER,460 000 DH,"Hay Albaraka, Casablanca",78 m² 5 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8303931,mubawab.ma,8303931,Casablanca,Maârif,Casablanca-Settat,,,180.0,3.0,2.0,furnished,yes,yes,unknown,414000.0,2300.0,appartement,sale,,unknown,Wed Sep 02 2026 12:01:31 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8303931/opportunit%C3%A9-en-or-%E2%80%93-maarif-center,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:86cad90edc3cbe88506ee718,mubawab.ma,,Témara,Harhoura,Rabat-Salé-Kenitra,,,90.0,2.0,2.0,unknown,unknown,unknown,unknown,1710000.0,19000.0,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement à vendre,1 710 000 DH,"Harhoura, Temara",90 m² 2 Pièces 2 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:30303d201439076bb8c750b8,mubawab.ma,,Marrakech,Guéliz,Marrakech-Safi,,,166.0,2.0,1.0,unknown,unknown,unknown,unknown,1650000.0,9939.76,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Vente d'un bel appartement à Guéliz. 2 chambres avec grande...,1 650 000 DH,"Guéliz, Marrakech",166 m² 3 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:4503ca8aefb7ecf76fda8a3f,mubawab.ma,,Casablanca,Sidi Othmane,Casablanca-Settat,,,96.0,3.0,2.0,unknown,unknown,unknown,unknown,620000.0,6458.33,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartements semi fini â casablanca,620 000 DH,"Sidi Othmane, Casablanca",96 m² 9 Pièces 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:2715be8f8290a4d04f6cae6e,mubawab.ma,,Casablanca,Casablanca Marina,Casablanca-Settat,,,150.0,2.0,3.0,unknown,unknown,unknown,unknown,3900000.0,26000.0,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Bel appartement à vendre à Casablanca Marina. Surface de 150...,3 900 000 DH,"Casablanca Marina, Casablanca",150 m² 4 Pièces 2 Chambres 3 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:3fef4ab65cd56b12d51e9fa3,mubawab.ma,,Tanger,Manar,Tangier-Tetouan-Al Hoceima,,,29.0,2.0,2.0,unknown,unknown,unknown,yes,3500000.0,120689.66,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Joli appartement vue mer en vente à Mnar,3 500 000 DH,"Manar, Tanger",29 m² 5 Pièces 2 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:fe9a7000495425d24c18dc90,mubawab.ma,,Casablanca,Maârif Extension,Casablanca-Settat,,,102.0,4.0,2.0,unknown,unknown,unknown,unknown,770000.0,7549.02,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement en vente à Maârif Extension. 4 belles chambres,770 000 DH,"Maârif Extension, Casablanca",102 m² 4 Pièces 4 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:c9641d60283ed480836c392b,mubawab.ma,,Casablanca,Tacharouk (Hay Al Walaa),Casablanca-Settat,,,81.0,2.0,1.0,unknown,unknown,unknown,unknown,610000.0,7530.86,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Très belle appartement a vendre,610 000 DH,"Tacharouk (Hay Al Walaa), Casablanca",81 m² 2 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:f994082664a80fccbbcc31fd,mubawab.ma,,Tanger,Ahlane,Tangier-Tetouan-Al Hoceima,,,450.0,6.0,5.0,unknown,unknown,unknown,unknown,1450000.0,3222.22,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement à vendre à Ahlane. Superficie 450 m². Bien meubl...,1 450 000 DH,"Ahlane, Tanger",450 m² 4 Pièces 6 Chambres 5 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:6e14b5c81984db6c5868ad0f,mubawab.ma,,Agadir,Taddart Anza,Souss-Massa,,,95.0,3.0,1.0,unknown,unknown,unknown,unknown,600000.0,6315.79,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement gros œuvres taddart anza 95m2,600 000 DH,"Taddart Anza, Agadir",95 m² 4 Pièces 3 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:3bc15db6bc5bd66945a40747,mubawab.ma,,Tétouan,El Mdrassi,Tangier-Tetouan-Al Hoceima,,,168.0,2.0,1.0,unknown,unknown,unknown,unknown,950000.0,5654.76,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement Titré place al Hamama Tétouan,950 000 DH,"El Mdrassi, Tétouan",168 m² 2 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:dda3fabda3ce8a9090c79101,mubawab.ma,,El Jadida,Jawhara,Casablanca-Settat,,,68.0,2.0,1.0,furnished,unknown,unknown,unknown,695000.0,10220.59,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement Meublé haut standing,695 000 DH,"Jawhara, El Jadida",68 m² 4 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:510ad2a10b974fbfedb9dbbe,mubawab.ma,,Casablanca,Ain Diab Extension,Casablanca-Settat,,,93.0,3.0,2.0,furnished,unknown,unknown,unknown,2640000.0,28387.1,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement à vendre Ain Diab. 4 chambres. Meublé,2 640 000 DH,"Ain Diab Extension, Casablanca",93 m² 4 Pièces 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:e57fe41399b867231a9f97ed,mubawab.ma,,Essaouira,Argana,Marrakech-Safi,,,93.0,2.0,2.0,unknown,unknown,unknown,unknown,2000000.0,21505.38,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement 93 m² traversant Toit terrasse vue m,2 000 000 DH,"Argana, Essaouira",93 m² 4 Pièces 2 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:0f8eb13f5c8004510386bf85,mubawab.ma,,Marrakech,Route de Safi,Marrakech-Safi,,,122.0,3.0,1.0,unknown,unknown,unknown,unknown,922500.0,7561.48,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,"Appartement vide à Najd, Terrasse Jardin collectif, Marrake...",922 500 DH,"Route de Safi, Marrakech",122 m² 4 Pièces 3 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:20e1301bb086999f58ad2def,mubawab.ma,,Rabat,L'Ocean,Rabat-Salé-Kenitra,,,154.0,2.0,1.0,unknown,unknown,unknown,unknown,1950000.0,12662.34,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Ocean appartement a vendre,1 950 000 DH,"L'Ocean, Rabat",154 m² 3 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:9e0250fe475eeb7660d01c2b,mubawab.ma,,Agadir,Charaf,Souss-Massa,,,120.0,4.0,2.0,unknown,unknown,unknown,unknown,2300000.0,19166.67,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,"3 Niveaux, Idéalement Située",2 300 000 DH,"Charaf, Agadir",120 m² 7 Pièces 4 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:950c15354c5f70e769fc5cd9,mubawab.ma,,Casablanca,Sidi Moumen,Casablanca-Settat,,,156.0,3.0,2.0,unknown,unknown,unknown,unknown,1100000.0,7051.28,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,"Appartement à vendre 156 m², 3 chambres Sidi Moumen Casablan...",1 100 000 DH,"Sidi Moumen, Casablanca",156 m² 3 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:url:57f41f8b0734d4e96dbf5f48,mubawab.ma,,Casablanca,Aïn Sebaâ,Casablanca-Settat,,,218.0,2.0,2.0,unknown,yes,yes,unknown,830000.0,3807.34,appartement,sale,,unknown,Wed Sep 02 2026 03:08:26 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/pa/8286561/appartement-%C3%A0-vendre-%C3%A0-a%C3%AFn-seba%C3%A2-surface-totale-70m%C2%B218m%C2%B2-de-terrasse,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8403081,mubawab.ma,8403081,Casablanca,Hay Sadri,Casablanca-Settat,,,99.0,3.0,1.0,unknown,unknown,unknown,unknown,10590000.0,106969.7,appartement,sale,,unknown,Wed Sep 02 2026 04:34:24 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8403081/vend-appartement-%C3%A0-hay-sadri-surface-totale-99-m%C2%B2,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8200232,mubawab.ma,8200232,Marrakech,Guéliz,Marrakech-Safi,,,118.0,2.0,2.0,furnished,unknown,yes,unknown,450000.0,3813.56,appartement,sale,,unknown,Wed Sep 02 2026 21:49:27 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8200232/appartement-2-ch-%C3%A0-vendre-gu%C3%A9liz,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:7370a10947be7da441316f79,mubawab.ma,,Nador,Selouane,Oriental,,,70.0,2.0,1.0,unknown,unknown,unknown,unknown,575000.0,8214.29,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement a vendre,575 000 DH,"Selouane, Nador",70 m² 3 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8285414,mubawab.ma,8285414,El Jadida,Narjiss,Casablanca-Settat,,,320.0,2.0,2.0,unknown,unknown,unknown,unknown,2100000.0,6562.5,appartement,sale,,unknown,Tue Sep 01 2026 18:36:49 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8285414/immeuble-r2-6-studios,valid,,unique,,"Immeuble R2,6 studios",2100000.0 MAD,Narjiss à El Jadida,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:content:b457abd7fa30ae1703899327,mubawab.ma,,Casablanca,Al Qods,Casablanca-Settat,,,96.0,4.0,1.0,unknown,unknown,unknown,unknown,860000.0,8958.33,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Vente appartement a hay al qods Bernoussi,860 000 DH,"Al Qods, Casablanca",96 m² 5 Pièces 4 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:30894186563a427aab8d2680,mubawab.ma,,Casablanca,Sidi Othmane,Casablanca-Settat,,,100.0,3.0,1.0,unknown,unknown,unknown,unknown,760000.0,7600.0,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement à vendre à Sidi Othmane. 3 chambres agréables 1...,760 000 DH,"Sidi Othmane, Casablanca",100 m² 1 Pièce 3 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:b36794ef3dbc28c81c66c538,mubawab.ma,,Casablanca,Ain Borja,Casablanca-Settat,,,118.0,4.0,2.0,unknown,unknown,unknown,unknown,860000.0,7288.14,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Blvrd ibn tachfine,860 000 DH,"Ain Borja, Casablanca",118 m² 4 Pièces 4 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:ec7fea54495cee04137505c0,mubawab.ma,,Meknès,Meknes,Fez-Meknes,,,246.0,4.0,3.0,unknown,unknown,unknown,unknown,1950000.0,7926.83,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,"Appartement à vendre 246 m², 4 chambres El Menzeh Meknès",1 950 000 DH,"Meknes, Meknes",246 m² 4 Chambres 3 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:5b6a4e7b2315216dd2b3bb3b,mubawab.ma,,Casablanca,Hay Sadri,Casablanca-Settat,,,99.0,4.0,2.0,unknown,unknown,unknown,unknown,600000.0,6060.61,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Vend appartement à Hay Sadri 3 chambres et 1 salon,600 000 DH,"Hay Sadri, Casablanca",99 m² 6 Pièces 4 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8232462,mubawab.ma,8232462,Casablanca,Casablanca Marina,Casablanca-Settat,,,60.0,3.0,1.0,furnished,yes,yes,yes,2500000.0,41666.67,appartement,sale,,unknown,Wed Sep 02 2026 12:40:07 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8232462/beau-studio-casablanca-marina,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8293001,mubawab.ma,8293001,Casablanca,Racine,Casablanca-Settat,,,57.0,2.0,1.0,furnished,yes,yes,unknown,1850000.0,32456.14,appartement,sale,,unknown,Wed Sep 02 2026 12:01:58 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8293001/studio-%C3%A0-vendre-57-m%C2%B2-racine-casablanca,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:native:8294831,mubawab.ma,8294831,Casablanca,Almaz,Casablanca-Settat,,,116.0,3.0,2.0,unknown,yes,unknown,unknown,16950000.0,146120.69,appartement,sale,,unknown,Wed Sep 02 2026 11:26:35 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8294831/appartement-%C3%A0-vendre-116-m%C2%B2-3-chambres-almaz-casablanca,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:25ed5d57e2d37ecb09605ead,mubawab.ma,,Casablanca,Gauthier,Casablanca-Settat,,,75.0,2.0,1.0,unknown,unknown,unknown,unknown,2500000.0,33333.33,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement avec Terrasse Gauthier,2 500 000 DH,"Gauthier, Casablanca",75 m² 3 Pièces 2 Chambres 1 Salle de bain,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:native:8352270,mubawab.ma,8352270,Casablanca,Gauthier,Casablanca-Settat,,,100.0,3.0,2.0,furnished,unknown,unknown,unknown,11400000.0,114000.0,appartement,sale,,unknown,Wed Sep 02 2026 08:59:02 GMT+0100 (UTC+01:00),https://www.mubawab.ma/fr/a/8352270/bel-appartement-a-gauthier,valid,,unique,,,,,,data\external\recovery_archive\20260902T224619Z\misplaced_notebook_data\data\raw\maisondelux_raw.csv
mubawab.ma:content:a58911580d7e82916add8a2e,mubawab.ma,,Casablanca,Ain Borja,Casablanca-Settat,,,114.0,2.0,2.0,unknown,unknown,unknown,unknown,14500000.0,127192.98,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,Appartement à vendre ain borja,14 500 000 DH,"Ain Borja, Casablanca",114 m² 4 Pièces 2 Chambres 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
mubawab.ma:content:45cd818909b670cb459b7ced,mubawab.ma,,Casablanca,Roches Noires,Casablanca-Settat,,,363.0,1.0,2.0,unknown,unknown,unknown,unknown,1150000.0,3168.04,appartement,sale,,unknown,Fri Aug 14 2026 16:31:10 GMT+0100 (UTC+01:00),,valid,,unique,,"Appartement à Vendre de 363.0 m² à Casablanca, Ibn Tachfine",1 150 000 DH,"Roches Noires, Casablanca",363 m² 3 Pièces 1 Ch. 2 Salles de bains,git:HEAD:data/raw/maisonlux_maroc_complet.csv
